入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),学校所属,組合,失踪の有無
21.0,女,農業・林業関係,耕種農業,大分県,ヤンゴン学校,アジアアグリ協同組合,0
23.0,女,農業・林業関係,耕種農業,大分県,ヤンゴン学校,アジアアグリ協同組合,0
21.0,男,その他,溶接,東京都,ネピドー学校,フォーグッド協同組合,0
25.0,男,その他,溶接,東京都,ネピドー学校,フォーグッド協同組合,0
19.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,北海道,KP日本語学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,女,その他,ビルクリーニング,愛知県,KP日本語学校,JOP協同組合,0
24.0,女,その他,ビルクリーニング,愛知県,KP日本語学校,JOP協同組合,0
24.0,女,その他,ビルクリーニング,愛知県,KP日本語学校,JOP協同組合,0
21.0,女,その他,ビルクリーニング,愛知県,KP日本語学校,JOP協同組合,0
26.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
29.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
21.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
22.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
18.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
22.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
21.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
21.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
24.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
20.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
19.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
21.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
26.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,1
25.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,1
26.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
25.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
24.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
20.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
24.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
25.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
20.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
23.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
22.0,女,社内検定型,空港グランドハンドリング,東京都,KP日本語学校,西日本海外業務支援協同組合,0
25.0,男,建設関係,建設機械施工,北海道,ネピドー学校,ウエストワード協同組合,0
23.0,女,その他,介護,宮崎県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
24.0,女,その他,介護,宮崎県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
19.0,女,その他,介護,宮崎県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
19.0,男,建設関係,型枠施工,北海道,ネピドー学校,ウエストワード協同組合,0
27.0,男,建設関係,型枠施工,北海道,ネピドー学校,ウエストワード協同組合,0
19.0,男,建設関係,型枠施工,北海道,ネピドー学校,ウエストワード協同組合,0
21.0,男,その他,プラスチック成形,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
23.0,男,その他,プラスチック成形,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,男,その他,プラスチック成形,埼玉県,ヤンゴン学校,西日本海外業務支援協同組合,0
25.0,女,繊維・衣服関係,婦人子供服製造,茨城県,ヤンゴン学校,三陸アシスト協同組合,0
27.0,女,繊維・衣服関係,婦人子供服製造,茨城県,ヤンゴン学校,三陸アシスト協同組合,0
24.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
28.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
18.0,男,農業・林業関係,耕種農業,三重県,ヤンゴン学校,三陸アシスト協同組合,0
25.0,男,農業・林業関係,耕種農業,三重県,ヤンゴン学校,三陸アシスト協同組合,1
25.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
25.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
23.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
26.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
21.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
22.0,女,繊維・衣服関係,婦人子供服製造,岩手県,ヤンゴン学校,三陸アシスト協同組合,0
26.0,男,機械・金属関係,工場板金,北海道,ネピドー学校,ウエストワード協同組合,0
19.0,男,機械・金属関係,工場板金,北海道,ネピドー学校,ウエストワード協同組合,0
18.0,男,機械・金属関係,工場板金,北海道,ネピドー学校,ウエストワード協同組合,0
19.0,女,その他,介護,福岡県,KP日本語学校,JOP協同組合,0
22.0,女,その他,介護,福岡県,KP日本語学校,JOP協同組合,0
19.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,0
27.0,女,その他,介護,群馬県,KP日本語学校,れいめい事業協同組合,0
20.0,男,建設関係,鉄筋施工,大阪府,ネピドー学校,エフ・アドバンス経済協同組合,0
20.0,男,農業・林業関係,畜産農業,宮崎県,CB日本語学校,アシスト国際事業協同組合,0
19.0,男,農業・林業関係,畜産農業,宮崎県,CB日本語学校,アシスト国際事業協同組合,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
25.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,KP日本語学校,JOP協同組合,0
28.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,KP日本語学校,JOP協同組合,1
24.0,男,建設関係,建設機械施工,兵庫県,ネピドー学校,フォーグッド協同組合,0
29.0,男,建設関係,とび,大阪府,KP日本語学校,フォーグッド協同組合,1
25.0,男,建設関係,とび,大阪府,KP日本語学校,フォーグッド協同組合,0
24.0,男,建設関係,とび,大阪府,KP日本語学校,フォーグッド協同組合,0
22.0,女,その他,介護,広島県,CB日本語学校,西日本海外業務支援協同組合,0
23.0,女,その他,介護,広島県,日本語の森,西日本海外業務支援協同組合,0
21.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
21.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
22.0,女,その他,介護,鹿児島県,KP日本語学校,アジアアグリ協同組合,0
26.0,女,その他,介護,鹿児島県,KP日本語学校,アジアアグリ協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,アジアアグリ協同組合,0
26.0,男,建設関係,左官,福井県,ネピドー学校,フォーグッド協同組合,0
21.0,男,建設関係,左官,福井県,ネピドー学校,フォーグッド協同組合,0
23.0,男,建設関係,左官,福井県,ネピドー学校,フォーグッド協同組合,0
19.0,男,建設関係,建設機械施工,神奈川県,ネピドー学校,ウエストワード協同組合,0
27.0,男,建設関係,建設機械施工,神奈川県,ネピドー学校,ウエストワード協同組合,0
19.0,男,その他,溶接,埼玉県,ヤンゴン学校,フォーグッド協同組合,0
19.0,男,建設関係,とび,埼玉県,ネピドー学校,フォーグッド協同組合,1
21.0,男,建設関係,とび,埼玉県,ネピドー学校,フォーグッド協同組合,1
19.0,男,建設関係,とび,埼玉県,ネピドー学校,フォーグッド協同組合,0
23.0,女,その他,介護,鹿児島県,MORI日本語学校,鹿児島介護福祉協同組合,0
21.0,女,その他,介護,鹿児島県,MORI日本語学校,鹿児島介護福祉協同組合,0
24.0,女,その他,介護,鹿児島県,CB日本語学校,鹿児島介護福祉協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,鹿児島介護福祉協同組合,0
21.0,女,その他,介護,宮城県,KP日本語学校,鹿児島介護福祉協同組合,0
24.0,女,その他,介護,宮城県,KP日本語学校,鹿児島介護福祉協同組合,0
25.0,女,その他,介護,宮城県,KP日本語学校,鹿児島介護福祉協同組合,0
24.0,女,その他,介護,宮城県,KP日本語学校,鹿児島介護福祉協同組合,0
19.0,女,その他,介護,宮城県,KP日本語学校,鹿児島介護福祉協同組合,0
18.0,男,建設関係,建設機械施工,大阪府,ネピドー学校,フォーグッド協同組合,0
25.0,男,建設関係,建設機械施工,大阪府,ネピドー学校,フォーグッド協同組合,0
28.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,一般社団法人日中科学技術文化センター,1
19.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
24.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,一般社団法人日中科学技術文化センター,1
20.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
20.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
19.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
25.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
27.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,水産練り製品製造,岡山県,KP日本語学校,JOP協同組合,0
20.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,水産練り製品製造,岡山県,KP日本語学校,JOP協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
25.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
22.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
26.0,男,建設関係,建設機械施工,北海道,ネピドー学校,ウエストワード協同組合,0
23.0,男,建設関係,建設機械施工,北海道,ネピドー学校,ウエストワード協同組合,0
22.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,国境省,JOP協同組合,0
33.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
29.0,男,高度人材,高度人材,宮城県,KP日本語学校,宮城県農水産サービス振興協同組合,0
26.0,男,高度人材,高度人材,宮城県,KP日本語学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
27.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
26.0,女,食品製造関係,そう菜製造業,青森県,ヤンゴン学校,JOP協同組合,0
22.0,男,建設関係,型枠施工,鹿児島県,ネピドー学校,アジアアグリ協同組合,0
22.0,男,建設関係,型枠施工,鹿児島県,ネピドー学校,アジアアグリ協同組合,1
19.0,男,建設関係,型枠施工,鹿児島県,ネピドー学校,アジアアグリ協同組合,1
21.0,男,建設関係,型枠施工,鹿児島県,ネピドー学校,アジアアグリ協同組合,0
27.0,男,建設関係,型枠施工,鹿児島県,ネピドー学校,アジアアグリ協同組合,0
19.0,男,建設関係,防水施工,京都府,ヤンゴン学校,フォーグッド協同組合,0
27.0,男,建設関係,建築板金,千葉県,ヤンゴン学校,フォーグッド協同組合,0
23.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
20.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
22.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,男,食品製造関係,食鳥処理加工業,山口県,ヤンゴン学校,西日本海外業務支援協同組合,0
20.0,男,その他,溶接,大阪府,ヤンゴン学校,フォーグッド協同組合,0
20.0,男,その他,溶接,大阪府,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,その他,溶接,大阪府,ヤンゴン学校,フォーグッド協同組合,0
22.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
27.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
24.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
25.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
28.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
21.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
19.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
25.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
26.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
20.0,女,機械・金属関係,電子機器組立て,滋賀県,KP日本語学校,協同組合アシスト,0
20.0,女,その他,プラスチック成形,滋賀県,KP日本語学校,協同組合アシスト,0
29.0,女,その他,プラスチック成形,滋賀県,KP日本語学校,協同組合アシスト,0
22.0,女,機械・金属関係,電子機器組立て,奈良県,KP日本語学校,協同組合アシスト,0
21.0,女,機械・金属関係,電子機器組立て,奈良県,KP日本語学校,協同組合アシスト,0
19.0,男,建設関係,建設機械施工,埼玉県,ネピドー学校,フォーグッド協同組合,0
18.0,男,建設関係,建設機械施工,埼玉県,ネピドー学校,フォーグッド協同組合,0
20.0,男,建設関係,左官,神奈川県,ネピドー学校,フォーグッド協同組合,0
19.0,男,建設関係,左官,神奈川県,ネピドー学校,フォーグッド協同組合,0
27.0,女,農業・林業関係,耕種農業,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
24.0,女,農業・林業関係,耕種農業,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
27.0,女,農業・林業関係,耕種農業,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
19.0,女,農業・林業関係,耕種農業,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
24.0,女,その他,介護,広島県,CB日本語学校,西日本海外業務支援協同組合,0
25.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
28.0,女,その他,介護,福岡県,KP日本語学校,日本ケアワーカー協同組合,0
21.0,男,建設関係,左官,和歌山県,ネピドー学校,フォーグッド協同組合,0
23.0,男,建設関係,左官,京都府,ヤンゴン学校,フォーグッド協同組合,0
20.0,男,建設関係,左官,京都府,ヤンゴン学校,フォーグッド協同組合,0
27.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
32.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
23.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
21.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
25.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
28.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
24.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
20.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
19.0,男,機械・金属関係,仕上げ,愛知県,ヤンゴン学校,JOP協同組合,0
22.0,男,機械・金属関係,鉄工,大阪府,ネピドー学校,フォーグッド協同組合,0
22.0,男,機械・金属関係,鉄工,大阪府,ネピドー学校,フォーグッド協同組合,0
28.0,男,建設関係,建設機械施工,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
28.0,男,建設関係,建設機械施工,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
23.0,男,建設関係,建設機械施工,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,とび,北海道,ヤンゴン学校,ウエストワード協同組合,0
21.0,男,建設関係,とび,北海道,ヤンゴン学校,ウエストワード協同組合,0
22.0,男,建設関係,とび,北海道,ネピドー学校,ウエストワード協同組合,0
23.0,女,その他,介護,兵庫県,KP日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,兵庫県,KP日本語学校,れいめい事業協同組合,0
24.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
22.0,女,その他,介護,鹿児島県,CB日本語学校,れいめい事業協同組合,0
20.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
21.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
21.0,女,その他,介護,兵庫県,KP日本語学校,れいめい事業協同組合,0
25.0,女,その他,介護,兵庫県,CB日本語学校,れいめい事業協同組合,0
21.0,男,機械・金属関係,機械加工,福岡県,ヤンゴン学校,JOP協同組合,0
21.0,男,機械・金属関係,機械加工,福岡県,ヤンゴン学校,JOP協同組合,0
19.0,男,食品製造関係,そう菜製造業,鹿児島県,ヤンゴン学校,事業協同組合ヒューマンサポート,0
20.0,男,食品製造関係,そう菜製造業,鹿児島県,ヤンゴン学校,事業協同組合ヒューマンサポート,0
20.0,男,建設関係,建設機械施工,茨城県,ネピドー学校,アシスト国際事業協同組合,0
24.0,男,機械・金属関係,金属プレス加工,栃木県,ヤンゴン学校,アシスト国際事業協同組合,0
19.0,男,機械・金属関係,金属プレス加工,栃木県,ヤンゴン学校,アシスト国際事業協同組合,0
22.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
26.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
19.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
20.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
29.0,男,その他,溶接,福岡県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,男,移行対象外,物流倉庫管理,埼玉県,KP日本語学校,西日本海外業務支援協同組合,0
22.0,男,移行対象外,物流倉庫管理,埼玉県,KP日本語学校,西日本海外業務支援協同組合,0
22.0,男,移行対象外,物流倉庫管理,埼玉県,KP日本語学校,西日本海外業務支援協同組合,0
20.0,男,移行対象外,物流倉庫管理,埼玉県,KP日本語学校,西日本海外業務支援協同組合,0
18.0,男,食品製造関係,そう菜製造業,山梨県,KP日本語学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,山梨県,KP日本語学校,JOP協同組合,0
19.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,山梨県,KP日本語学校,JOP協同組合,0
27.0,男,特定技能,農業(特定技能),鹿児島県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
26.0,女,特定技能,農業(特定技能),鹿児島県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
23.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
20.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
24.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
19.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
19.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
21.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
23.0,女,その他,クリーニング,群馬県,DT日本語学校,一般社団法人日中科学技術文化センター,0
21.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
22.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
28.0,男,建設関係,とび,高知県,ネピドー学校,ハンズ協同組合,1
20.0,男,建設関係,とび,高知県,ヤンゴン学校,ハンズ協同組合,1
19.0,男,建設関係,とび,高知県,ヤンゴン学校,ハンズ協同組合,0
21.0,男,建設関係,タイル張り,大阪府,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,建設関係,タイル張り,大阪府,ヤンゴン学校,フォーグッド協同組合,0
23.0,女,その他,製本,千葉県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,女,その他,製本,千葉県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,女,その他,製本,千葉県,ヤンゴン学校,西日本海外業務支援協同組合,0
23.0,女,移行対象外,物流倉庫管理,茨城県,KP日本語学校,西日本海外業務支援協同組合,0
26.0,女,移行対象外,物流倉庫管理,茨城県,KP日本語学校,西日本海外業務支援協同組合,0
20.0,女,その他,介護,鹿児島県,CB日本語学校,れいめい事業協同組合,0
23.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
22.0,女,その他,介護,鹿児島県,DT日本語学校,れいめい事業協同組合,0
27.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
20.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
26.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
21.0,男,建設関係,鉄筋施工,埼玉県,ネピドー学校,フォーグッド協同組合,0
19.0,男,建設関係,鉄筋施工,埼玉県,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,特定技能,農業(特定技能),滋賀県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
25.0,男,特定技能,農業(特定技能),滋賀県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
20.0,男,特定技能,農業(特定技能),滋賀県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
25.0,女,特定技能,農業(特定技能),滋賀県,KP日本語学校,"株式会社Belldan
(アジアアグリ)",0
21.0,男,移行対象外,物流倉庫管理,宮城県,KP日本語学校,西日本海外業務支援協同組合,0
28.0,男,移行対象外,物流倉庫管理,宮城県,KP日本語学校,西日本海外業務支援協同組合,0
24.0,男,建設関係,建設機械施工,愛知県,ネピドー学校,フォーグッド協同組合,0
27.0,男,建設関係,建設機械施工,東京都,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,建設機械施工,東京都,ヤンゴン学校,フォーグッド協同組合,0
21.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,れいめい事業協同組合,0
22.0,女,その他,介護,鹿児島県,CB日本語学校,れいめい事業協同組合,0
24.0,女,その他,介護,奈良県,CB日本語学校,れいめい事業協同組合,0
28.0,女,その他,介護,奈良県,KP日本語学校,れいめい事業協同組合,0
20.0,男,建設関係,左官,兵庫県,パティン学校,フォーグッド協同組合,0
19.0,男,建設関係,左官,兵庫県,パティン学校,フォーグッド協同組合,0
23.0,男,その他,溶接,大阪府,パティン学校,フォーグッド協同組合,0
21.0,男,その他,溶接,大阪府,ヤンゴン学校,フォーグッド協同組合,0
27.0,男,その他,溶接,大阪府,パティン学校,フォーグッド協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
27.0,男,その他,介護,栃木県,KP日本語学校,"㈱ビザアシスト
(アシスト国際)",0
20.0,女,その他,介護,栃木県,KP日本語学校,"㈱ビザアシスト
(アシスト国際)",0
21.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
25.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
21.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
27.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,フォーグッド協同組合,0
26.0,男,建設関係,建設機械施工,千葉県,ヤンゴン学校,フォーグッド協同組合,0
20.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
23.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
